Marca temporal,Clase,Fecha,Hora,AM_PM,Hora_24,Apellidos_enc,Nombres_enc,ID_enc
2024/10/26 9:41:43 a. m. GMT-5,1,2024/10/26,09:41,0,09:41,gAAAAABnTFMgXbBqFUl602DWv49m3F23GvElNRH2UZJr5nicfLM8BWyuo485_Kc63HxOHGVZMhlufmAk6PJmsxkeSMesSO55GQ==,gAAAAABnTFMgFDqhX6Ix5gy9NgApP75y6UiyuFJ3Xnsp8RZJ-3pEdPC61vW1YoWrQRwJqePwd6WjcWFZ4J0X-3Z2klxrtVjNMA==,gAAAAABnTFMgdjdI832B5Gkz37ZwTS4dR60Xk2PR_YdF0cgTU8vnmscswWjQgFkZDbL5fTZGsRSjSyChWhHK-vTVCSDdrM0SCA==
2024/10/26 9:41:53 a. m. GMT-5,1,2024/10/26,09:41,0,09:41,gAAAAABnTFMga-RGCAeCYISHdAllV8YnVwvnRYJ7_6V0Btdm8PWYmAQKs0sw1O4OpiY4m_QPa_H8Z81z4lV6CtI6k19-ID-ihHo5cCFtpo42WxEkF-dXJIQ=,gAAAAABnTFMgA0rwLcWCgxBTvj_mjCN1UcSLfdwoL5JrMWzMPxR9feZAG91fLccz6sxo-0teaG-XQnWblBqAPiSEgp8VA86niA==,gAAAAABnTFMgazkeugP_KdM1ENgb-HPal9a7K5HTdjTmoDGzIxuZ74jwF5T8ohi_QnYej1VxgxTFVoxtDXP_8RVPFBRUZcxEQg==
2024/10/26 9:41:56 a. m. GMT-5,1,2024/10/26,09:41,0,09:41,gAAAAABnTFMgihQNYa3XrEk1Xgk-xM-UAxAyWXlY7TzyGTjH6je4dXcwrv2zF7WK3sMDrudfYVC5W4x3QERmlP8sS370FVTwUg==,gAAAAABnTFMgQA_6zGm7Htt3VIJEZGc1Ac_en-yVebiWISUd-TGYV_ZkjwMYYe-7gS8zggMqzAAAf9dsZHR8mQqSZdzOfYi3oQ==,gAAAAABnTFMgnYLJeEoklmz4Thrg4In2dC0O9Ddxkkz6gTRFCQ-U_WVQHHlK5uClQLLN2dqfmmrGqYcfL4YFz2Mo-FzqLMIArQ==
2024/10/26 9:41:57 a. m. GMT-5,1,2024/10/26,09:41,0,09:41,gAAAAABnTFMgc0A3T10LAWjUHPXxDLp6RB-iVyTYTTAxSnR6ilZVeuQL8Bzoo7EDJ7ZRLqyoGA5gC6gf4Z0R-EQT0yxua1vgpUESpIwVoRQVPvNv8PMxaiA=,gAAAAABnTFMgacdanNhFAV9Y3gQw0hEFkbaYrhKcYkOegwcalpKXCLUn6AEyXtLP7M2f8plGi4alnfvicD5Q8S-Wu9as5MQrTA==,gAAAAABnTFMgTZXnGfKk4lpfGy38isyYZm6q9Kk42V4un0Vi_Fv1JPwi1wxEMJ5e_cavKXT4eSWegtV7LBRyfjtZTDLFinYAXQ==
2024/10/26 9:42:04 a. m. GMT-5,1,2024/10/26,09:42,0,09:42,gAAAAABnTFMgyl4DPxtYraZfbfdX80D9TyfsBG2pfd-_2TD-j1cSDElgvBUqcT45pMgKVl1WbBv8YI3MaLrYaSlKpUNM8OT0Fg==,gAAAAABnTFMgK6TsS2vjoLAKsbYuex52TJR1U8rOknzx0juM77VdSAMVd7u7-mRNa5hNZz_2mNPJkTTTCnWOMijz5tEXMbdz7w==,gAAAAABnTFMgFG9mzVZKnmwhWtszklYiWwqnj-_P_vZbTupTPA-PouDsRK51Ks_uQDfkXoMwDgblg2nV3BRYx4Fka1nb6FjANQ==
2024/10/26 9:42:11 a. m. GMT-5,1,2024/10/26,09:42,0,09:42,gAAAAABnTFMgSosZV8GpiQL3DtyGlKaUsW0K284C1fyO5DCxCZaeAU1On2XsvjO5flyISDk5MpbQTeFTcuCx_7xsmjayEGeAgN5hFGtO9PF_zShX238GXGE=,gAAAAABnTFMgWBnxSaD4NP5BZmCM0wohvR6GWtkVNvW8qaGfhCpiNjK1tyE4Jvjoas6Rn26HJFXv2PHZbZXJLlP33qlYxZSjuEufBBdYIZ1hx755TwMQElk=,gAAAAABnTFMgLe27C3caBj2SM3Hh_pxzDt9ItzWjf477M7b8r2NmUTbMPcB9qxCqzXmIkf40VOJfwlsdyG4xPv2lt6G4eaHk3Q==
2024/10/26 9:42:14 a. m. GMT-5,1,2024/10/26,09:42,0,09:42,gAAAAABnTFMgpMzzvN8KIeYoqbOV2JrlAy7mcRb1ZwIcH0Nv0zr7vsINd4NmlZcYXUrtQhrKV_6e_FRnQobRk26QwLRtAls6iqxEoRTTKJLCKllKydUDM_c=,gAAAAABnTFMgZjqaexhURekMzT82IJnB6NF-2B6-wKtv_EBiu3wdKxsVBT1G7N_cR4uNIv5goeojkAxJWU4SX5UQ1-JrrXmIQQ==,gAAAAABnTFMg-na-UFLwwurqz_pvu19r9ixAnWtIdV_14m9qGQugqlueFM2flC5xzB7WLQ4nQVl9PjydRYo8PNHWHSudGwqs5Q==
2024/10/26 9:42:27 a. m. GMT-5,1,2024/10/26,09:42,0,09:42,gAAAAABnTFMgOQBwAzrnCGW6qp2gPP3bjEkAyYsPFCnGAPrfconpF7AOU4RjFkzqrE5WimVHFqnTtrVG1kdUZK-eecbEZ5kNZHwkSddagCrlQpZFjFifESM=,gAAAAABnTFMgPLfa4xWEvyJcEX8smgFJbUmTXBPIg5b0U4nOwTOFY2hn4nCZRZZU4LJ5x8h0HdVsQQK9hejhNgknmdFGuv4rkg==,gAAAAABnTFMgtcYwzj7BrnXEGcbrkP5mPzg53aPkRjFWH6fcVg97aXh2V7fcasYEDvysyHiAxx4QKoDTDCxFAbueD1Wa2vInEw==
2024/10/26 9:43:31 a. m. GMT-5,1,2024/10/26,09:43,0,09:43,gAAAAABnTFMgC8vBQYBBvdjtQodxwdJ5pqpj-9aULYwK84N_luIkCxSJ5qKjiC5FVXGmX_t_wIVI_YBAAOgQN-vrosCQFA74MpgSf4iAi-FpziZcI9cXvsM=,gAAAAABnTFMgAWkfTdGYWA9xzGRjP6FGAW4F2mS-ZehJG12xj8laTC4ZHO_Ve7FMCzrK7YPlnKb1BBgzX9KP4VEE8-gBHCGfnw==,gAAAAABnTFMgBX6yqR9cXbFeepWS1zPWhRhhqUZVrRzRkmGl4xPTtfGpPQJfeJvBhkbQRTjSpc4YM-KBXY6bonqKOQTaGftZyg==
2024/10/26 9:44:00 a. m. GMT-5,1,2024/10/26,09:44,0,09:44,gAAAAABnTFMg2_QRMpoH84zPw0eAnUxIT7LL2BE42C9HqmdyPXu8EXjBO11B2GGlOOX0CmPDpP7YpJM1hgp6FiF42RMqjmF_LMArcTaiDpk69HnN_fg6Nwg=,gAAAAABnTFMgn5ozN1IO-oZTV-UTP0ZjOnb2qGSOuGGzNsBbX9ZSWEQUqP1JmEVYLuuRF8U7Q9ghulhl_67A1D45kP18iPhkLpQa-Rwxmotvtn1TxJLThiw=,gAAAAABnTFMgfJdIyger0VPpoQmy0pWCfhgqMRIhrKM0FrLflqzzlQ-0b22XsEVESf2GMTBWNNbsJEsu16-aq81KbbhkgKtusg==
2024/10/26 9:45:30 a. m. GMT-5,1,2024/10/26,09:45,0,09:45,gAAAAABnTFMgxw2LfLDwp1MO7-_gk8iQr2SrDAZirvjNapOzcCsKbgCIIEMiyyz8xu3n20yEn3UytmYwyabxi9-3kYJLzIXFqJD0fuKu85YCNGuPUqVhW0w=,gAAAAABnTFMg6ceg0XYZJjbLMenHltApTFtwc0n1XCSFdcY-zksrjQYq9c0jR3RF5zTH0vFxOwweF8ar7r_8YvKoLLlIYyE5DQ==,gAAAAABnTFMglA1G-znizt--o173OhhREPzT4-hKQWkP62H1U9bg_MgSjtUMQvb39J0gtV2MxXLbGN-7Av4U6hRALjkID0LxUw==
2024/10/26 9:45:32 a. m. GMT-5,1,2024/10/26,09:45,0,09:45,gAAAAABnTFMgDA9vQRuG6W1tz21L4nudI9RZodqEJlNpHROZPRzPrPygV46kaelaoRdkuCC_tO2qPPfXn5boZjCyf29_bdQLVA==,gAAAAABnTFMg3UokLNoDf1CnGayozJM717_RrKF-dpJhN0gcBCkNXAxaBM8YmYuU5MHv1igNrTNbUScujK9XCntE8f8lKMEi3w==,gAAAAABnTFMg--vQYreszoO6S1M-pwQh1F87_hN1zpQ_pp54kcyG4MHS1FYOBskgho5anRdXftzygDDOWaIZd0ZGREu5V5m2sw==
2024/10/26 9:45:59 a. m. GMT-5,1,2024/10/26,09:45,0,09:45,gAAAAABnTFMgGNrsEWfSW0OwCViFUcK7QFYdrQzaBuKuHbMX0J1rz6XTlVuyTEc3uyXnscrE_lWUwnZY7oBtZLrUTIr7R9i5Kw==,gAAAAABnTFMg9FADHzZGg6OnclB6oqAOW7Abu9TLyVtqqlXxrZEejteLWjzpBcz4VJpsiHuXOSguM6Npq7KfnLnO1qj8IYfefQ==,gAAAAABnTFMgPudQIaGZnz-Xa7Qbn7Xpz5K-LD8w-bsyE8cQwwjvgW7ctQJRRXalY7YPFpQ6lhUVT2hA-AYbYDbI-81L7M3TJA==
2024/10/26 9:48:57 a. m. GMT-5,1,2024/10/26,09:48,0,09:48,gAAAAABnTFMglrnEtmb3RIWiuC6Ac-vNbrgc_PDdVLQ4ERTzlw8WKlWDlLKM2LRVR7HotwYrJsWEjBoBpig2Q_M5rrt_B09fOA==,gAAAAABnTFMgV3epg_P9TaYNZKT6-1GUWZczSL-WDhDIxuMWa_dORxkhgPqR3hJvSBlj_f3H1vLrxYRbW_Q3MkUdycF2nbs6zQ==,gAAAAABnTFMgXJhueiQcdExKtpFvSJfv6WTrxVu9PvpinDbxNMEJEccpPNQeFohQpxQFxkdRq83OX-COF-IulI1mzCEZXvrdoA==
2024/10/26 9:49:00 a. m. GMT-5,1,2024/10/26,09:49,0,09:49,gAAAAABnTFMgB3PXkMnXBXsiFN65rb46iiRkRFwP8_PmCY_rf7urntaPq1hZkrFOsUO9LqFhG-H9dUWP-1sfXqGpGixcNxn1BxRO9I8sWXITnPxZRVC6NN4=,gAAAAABnTFMg07sLt6Bc2BlnvVb5SOFkT47Yy1leiTmZbyhgG7ppHBMyPN90i11Fhx0njYBJLCiGgOiCmMZgoFRm3VsG2apSCQ==,gAAAAABnTFMgXdzTM3rQM5lHlfVKW7Zbx4JKM_37ohGCirvLoKiI7IATCcLjGlqaagMLi2mtpVpO-ALSwvjlw1FcywogpNg82Q==
2024/10/26 9:51:50 a. m. GMT-5,1,2024/10/26,09:51,0,09:51,gAAAAABnTFMgP494_YLG4u7E3AZPEU6JyoiWDW9WA4QBGd3ZHes39KYeDGIlM2yHnozVygYQFy8feclwF_SMAeRiDt7DZlcFfA==,gAAAAABnTFMge0pcfoMKp1q7j2dxZ0mQV6GQynDJvLluacGu75AzcMIyumPQqFNIWz5DSw0IrBeBgVrLE0UIUIgtgZzCX07f4Q==,gAAAAABnTFMgnwWWUhtnME1W9HO1HgMYM916T8NZo51qDVPvUZuMeLHEeUr3euIob-dAbQSkHDQJcffSnx8NNJFK9VKyKLHflw==
2024/10/26 9:52:54 a. m. GMT-5,1,2024/10/26,09:52,0,09:52,gAAAAABnTFMghsIb1geJpJHpGQ6DTPuQxzBEp769O7gZYSsTMzL5KuiTUFHNpwAiPyboud4yKKV8mP2ttLkAyLI2KH8ALBNkrw==,gAAAAABnTFMgmocDsRu0dK3yD0GzrIEblvfyUrcW_AQk69ZXI5uoN2R5KD_7DNxXpAkO-vCH-rptV0Ufg9N4BnAtl5yyl_hSGg==,gAAAAABnTFMgsesHUYoH4Y29F_MWsnWbcGF3jAE2yemaJdbTT-wBeLVokl1x18oRRhGHS2pnoc2QgGlrLG7M1XpqLWCOQRw7qw==
2024/10/26 9:54:47 a. m. GMT-5,1,2024/10/26,09:54,0,09:54,gAAAAABnTFMgR0LibA0wJOTCtafO9Vhb_WapbCgtr6dpDqeFZBlIz6L4xiwO-3-1H2TE4fLjBT12uvKiBaeWItid7scqG0AddA==,gAAAAABnTFMgzcfHPeG6FGs04N7w95Q_a-g9GJubwjg0HpCavsNG9dfiSjdwgNLMTA05U9F2T9TBeQmolUjVGv9kWFQh6NpOtA==,gAAAAABnTFMgttALvBaRaz09_unbmrKANTiGaB-SIXLTKoH1KfbQpL9BMtkGS1CYFHBAMIddb0mZwjQyDHK0y0zLIthaT5mISQ==
2024/10/26 9:56:56 a. m. GMT-5,1,2024/10/26,09:56,0,09:56,gAAAAABnTFMgpvEogzVWqg7_ygqSIUXECEPKVkioAIWZ6LP8IOD6661y7swJkw2rQOQf80CB20ubyBaqprELebJCXSqUpcbPOw==,gAAAAABnTFMgqGvc9eJxUf5OiDNtI3jC-c71g_sxxl9psfvgn9zqfBAA3XJWxsFtv4HLi0aMHHi8AoexEIdA5S-iWSxeLI6DbQ==,gAAAAABnTFMgL7ypj9rusvgUS_zO3DJ-iPBl8DUl-n9jgNpHV2cdyVZkaYmq7XKah1-CW9XGnbBunAMAX2XER5Cswli8MGB2aw==
2024/10/26 9:57:26 a. m. GMT-5,1,2024/10/26,09:57,0,09:57,gAAAAABnTFMgyDxosddUSAvH5fZuRkdXqNr4bKdl_WNAsEs1pOrN-pfaouurPn5FS0m7Ne4gZZcduPJj1bWWJqyUGb58WuBUdA==,gAAAAABnTFMgQFvbC81aE6d50ektJsHEFi8jVdE4qhKcRhxq2LB7RD-C2XYwNNdb-q33Fm6aTPvEQg6OGsr7-0NXaURcONAoKg==,gAAAAABnTFMgVDSU6VjfYIh_IxGkiX-xd1iZdnWclaQwmZNw7NUryCNRWLr1PheZw9kKWWtm4_le2GSryiXGf8i0veFDdtQLlw==
2024/10/26 9:57:29 a. m. GMT-5,1,2024/10/26,09:57,0,09:57,gAAAAABnTFMgvjkaK4d55ZK4_mKMzcUdUgU4M4J0KUhbDAwMpsxJGEwTL2gkPszdGtWFNhuErNXEvYZ7HIgJNgODi5v-KZZytr7yZldug6nx5I4B1xjT_EM=,gAAAAABnTFMgPd_Cvzx3QJpV-ANjtcL0WrwvyfJziiKjJkyaOyO_Mcvv5gd0XNNTzDVAuNMuUBIDOhVTvJL_X7mUTYJgPgDZjg==,gAAAAABnTFMghBiUNJV1b8UMPQjTMIHYo6DB8pIaU5cG70dWoazWbjXPQlzxdbNlZYUoR8gkUDve13iMh_p5EWbnkoxricg6SQ==
2024/10/26 9:58:00 a. m. GMT-5,1,2024/10/26,09:58,0,09:58,gAAAAABnTFMgpmONzHNrwIymdfoo4Bh7B5VFYNCdZqzKSyzwddlDP84yMU3x-MO5MZi1-tL0j_0RNrLoUTQh90dO1lX6rzuyTw==,gAAAAABnTFMgr3tDH9Xs-gKRIHscfmnbx3eGxDS2H_3NYqJ92kCxnEhGsM3L6ydLS2HGIIp9x-lKoZ_OT_FnHn_aGbMTR-p_Gw==,gAAAAABnTFMg04CHvHMAB-upKVMmW2KXhnikEL4lAz22PpjcAhTUu7KpAoIYIEs4uBW6F6H_E4-mIYh61AYdsv-rDId-zPBfGQ==
2024/10/26 9:58:25 a. m. GMT-5,1,2024/10/26,09:58,0,09:58,gAAAAABnTFMgTPsbzg_b_OkVd4PQKwP-YWRRcBbQA5ipOsTv_1YfTsoZieef5p4hsM1kTJ7FZG6wIqXEjI7KB46NaTnajL1-XHdquZjQBm4TDxwTG8pSAvM=,gAAAAABnTFMg3WjdMgX1ATdJzqf240n36KrezCRvCTGnUujYlzKkoIGBHfcX40D5JVb-ZqZ5zdFoQWXlgedvYQ1hMFONC-MGDA==,gAAAAABnTFMghEJkuADttvohvrlti4zBRFrk1faFOBiBHPoY0wXsuO7C8P6UfCgECGRLEPlxEmOCKl4GnHRPIlXFkQJFqv81tQ==
2024/10/26 9:58:31 a. m. GMT-5,1,2024/10/26,09:58,0,09:58,gAAAAABnTFMgwMOIFsODHQQnKCgnIvjRrl7nnT1GmHTNacwxK98CkVAgf4ED8dMu4szt7vP7YS6GajbjmbJBJ2rLrF7ndQhkmYJ77-8y4NrNrjFt7UWAUns=,gAAAAABnTFMg7EDyzp6XZDFteWuxezA8dH4TekI5wLz5uFLN4Qk52VZF0glU6yHKVEZ0vpV0ZW11qpgGJ9OKPNHbkDKiQShZMg==,gAAAAABnTFMgEV-Xje4FNDk9I7xyP-cnE8T_SBHfXJYZ1uN8U-bNu7ZWt5fvhlWcDaBGNfYdYKgVNzMlUVcA6SvDVo27vzZvKg==
2024/10/26 9:58:40 a. m. GMT-5,1,2024/10/26,09:58,0,09:58,gAAAAABnTFMgyhf3F1TerNYd4Rf9vcRNeaHBBjQaKooeJEe3U37QI93FQ2ecoROeNYIBnw7-MOM_U8uGMku3E0RVrpWqZ7fvtW3gN4i2KRdMBl-MzR7wA70=,gAAAAABnTFMgPmUlibpyYMiEe9ROEbj-mNUQApuDWeBxbnKH4oQWylJeeb7en3BC3DUhjPVxqvW6I0F1bdDsUvck1YfuhTnw_g==,gAAAAABnTFMgeQoAx2VKEPaUoXRbGkQ3mFmmdW7E1uMdH_v5dtkzjoJ6wiYer7BSWCJhsXILiwasxnF7AqiViIvzdmU-kFWQ3w==
2024/10/26 10:00:53 a. m. GMT-5,1,2024/10/26,10:00,0,10:00,gAAAAABnTFMgWZ_taX64AfmkKr14miARH2Dg4U1UHruFKLQzWrmhvBrVz88qmv5d0ZLOVQRmmb8At8orz50fxNgBKkvNTU8qlg==,gAAAAABnTFMgkBVrrBbOrIK6GH6aWoeQim2y4CXFWfQzAbzxieoOAL6fyLD9sG77hu6wnXH4WX70DVE9Fq0J6I7KuFtrH69aDlLw5AKORbEHRXFotgIkTBw=,gAAAAABnTFMgj2_Kx5YeKAOR3Ut1Y_Y6iCMBBC4rRTH4nEIRLs1Rl901seevFHnVdXUi4dpOpoMf2r5hGoczON1_CNoJbfcQkA==
2024/10/26 10:02:24 a. m. GMT-5,1,2024/10/26,10:00,0,10:00,gAAAAABnTFMg0L-zmN14HK0hEZ3BGYMLFBf30t3Srbk-MW3rm9hbMGlTn9Y3n6aDeF2h_7pjctVp9sYKAOHs1r49A_XJOFAjsA==,gAAAAABnTFMgX1y4vUNx6sAPkpTy7O5dqu-Gv-bxMk8gH8TBjP3uHSQl0x-M5zoGSPlTqucU0uAClq3JmgJH3Xh0Ysweg3E5Ng==,gAAAAABnTFMgCA5rzOnjs6k65BEkxtOV44s0pLojNESxFhmzUkFfiYnOBxh6yI_gFeEC4NpQ9qlat8WMMGsZE5eDquzSehUPyg==
2024/10/26 10:04:13 a. m. GMT-5,1,2024/10/26,10:00,0,10:00,gAAAAABnTFMg8oDa0knWTR2JXAOKP62xffC2k5H4txZ33y_BtLU6diPwZpHgAQ4Cg3fdkoQSLR58SLigIaXDGINqiHRcqukJsFkFf052peOuaT27fPSxHuw=,gAAAAABnTFMgeSMDFIwU7VW20gfrmIH2OR1KIpkqsdI_kiWCuHyeYVraLgWrHbWXr1KjNvuprZ3t4R91AwSqAc4_lUy65AfbSA==,gAAAAABnTFMg7MRaZ6SqTCXNjo-igPYmJG8f2g9ON2QCtWZ7NiJzvFsD5qfNo8U1eHNP4IZdYCj2UzyifIEQLsJ0239cRZXe9Q==
2024/10/26 10:07:15 a. m. GMT-5,1,2024/10/26,10:00,0,10:00,gAAAAABnTFMgMwxExAPmL7YtMJnNGKCni93T4I1YbHKF6_qLtxN_Rdhjem5Dgw5TM7ceSLQTaMunpyEMbIRHVUBf_baqxV3DLA==,gAAAAABnTFMg6NgCFBUs7Q_UiTfuiTebyA-lBBH8L46DK_AduqRNBNW8zNN68O3qzT2hnHSpaHaJCq6SHf7kCqziCEMBJhc8rA==,gAAAAABnTFMgmOz1CPaP45FhlERD9nR2JAfd1hab982BOnACY3gFfDtQDzPPhhT3yztwST5mtI6xWROJEbV9oViNHLe3TRlwDQ==
2024/10/26 10:18:28 a. m. GMT-5,1,2024/10/26,10:01,0,10:01,gAAAAABnTFMgaE2F6ntrZEH_8ZMj2j4veIknGvCyEOQLGouyz5_hjkE9xuDHd4SlI4zNjD-TC7W0x1xye8dYGSysvMx6_5Y4Qg==,gAAAAABnTFMgKq05SvpM3nqKXnMsPk3D7M3xKudUN2wlSRpse1t0ug1OEEUrEw1quVJxhlCgquY21JvpcNurfQqoZnNg2IK77Q==,gAAAAABnTFMgujleXlfPjzolVcJPcsDleuhcaU8UEa6e63y7DpXETx6Ky54xjfInMOWGvi95dApu8GJ2oeFRsHM6DIb9VnnYdw==
2024/10/26 10:19:14 a. m. GMT-5,1,2024/10/26,10:01,0,10:01,gAAAAABnTFMgUk9LhBrlnDjyGhteKH8cJ88qxz5Vv8xxzU718NlOvNv7vfpC-qgTW9Re6EgUiubHRszp-mz_g1r7Se5aQ8qIpA==,gAAAAABnTFMgX6DnKyJUz9ehXc8vXXVPL_1aOdL9QzMJWfBV0F_RXq6mz9kjljm6cnymqeczZH6_wU-KQ9PQ6OtU9YdrIXiAfkkn6QPNbNdS9126rLBQIUc=,gAAAAABnTFMg9SBNZsDXYRzGMR5-E0cxSJhz2K3HxDh5sHz3IbOqTsqQbBrurfh0CkZMY9RHy-1Cz5Qh3HjkQ1WBBMjhXRWy4w==
2024/10/26 10:21:39 a. m. GMT-5,1,2024/10/26,10:02,0,10:02,gAAAAABnTFMg61QYviZlOPvO1D5tFlgeG_punnhHh64uSkG8CJKUqsaewxiU9sehXQhCtEJNOSXi2lZepR7EoYic0C6mVUk1M2NguxaP9Ur3nbzjJdwGyTc=,gAAAAABnTFMgC5VzsbWCRD75NbzfK0IBSAom8GdIhOQNCSo26FiGXsM5LDSY9OsijA8uWpwh_4DdYs42n0NFrqPCtOPiQ5KCfA==,gAAAAABnTFMg7OCZ4A2p0h9tNX6HdVn9aLRaifPXmYO-nEkabqUOWCHVj1vVqWDJEN-0Fz7i4LKA_EZ6VA0J8uyYuHjqNehK1g==
2024/10/26 10:37:44 a. m. GMT-5,1,2024/10/26,10:03,0,10:03,gAAAAABnTFMgFycK3OTEmSKtr0kbanUgp_38gjaVhMA6THRssYa9WSgcW7lMt1rQeE7_cdtqQ1YsLocXT00lF0EqYNL2v3PC2w==,gAAAAABnTFMg7Ig0sL5KwyY_VNxDiEGW296zhGeoWeu0CbCrqn2ivCBxOBZsrE2IUzbSdIRHbYTbwN_TeWsafpgfktl0Hm-gjcV7qmVaYUVWh4jEikKXv2Y=,gAAAAABnTFMgzBrklPe05VrRegLe5fjG50__OHg3iCcmqHZ0GePFy_v7ZtcoHT-mZg658izouwlan60EL2JjPy7Fx5TNpWb9Hg==
2024/10/26 11:00:43 a. m. GMT-5,1,2024/10/26,11:00,0,11:00,gAAAAABnTFMgUoYWzQk98MsEdaAESLxjT8sXu4PgOQ0VVxyUoYUDgiFm5wB_esdBmyx3wezJSMqnlQzCmssXIUek5qbYmZZx0w==,gAAAAABnTFMgpxfbEbJG63p-3U0BhV4dKxOnsVefqgT1gRz8IFVsXaIulySbCKIlIJ4JtMn4ALnxaWwHDgSfWXKuDRZbySWS6Q==,gAAAAABnTFMg_oO6qyB-mD0b--Cg1kovyi1lWYRdFPRkQFTGcaurk2ZljfaC7KocWx52YFeftI5teqwQjDDEHDk5XtUcsgerGw==
2024/10/26 11:05:52 a. m. GMT-5,1,2024/10/26,11:00,0,11:00,gAAAAABnTFMg4zbblR6uiJi1Qj-frjCdR4pk8TpitntBxCY_h1ujxlrPgWiPcUIPxaw50tvefBLknzeUnRN46YBcG5escu4tfSYkRm9mrhjMSUofN4yEkKU=,gAAAAABnTFMgwW_YJtqX56fYgtne2Zf7l8cI2lKd17R8l17rIzuKvygXPxegw7Rm1scH8VXC59tNOp0aKpKOTJ8VzyNO3nFzSw==,gAAAAABnTFMg8cxQvRU8nhAQkBgbSZFfiqK8vgshM1STiOdunPZZBKg1NH2dUlK2DmrSPN3vRovy4LEDDYXu7o_8j2nPjxt1gw==
2024/10/26 11:08:59 a. m. GMT-5,1,2024/10/26,11:00,0,11:00,gAAAAABnTFMgzMe5sR52RyoYHgtxslL75bt5sglZWkcEg35-Y8BMuzZrtrfISjDpmSuuSfK9DioW5dcoXVJUecBSp98ed3Lgw2vld96LcJGe9dg9deR45dc=,gAAAAABnTFMgj5vRAPJC5jszoK3FPPJ6QgzidJ62kk8cKPJAIWKP2z3jJHVpGxfhDi3wnMPekgIRuE984Ckd84Fbybe3pG5biA==,gAAAAABnTFMgpY5S4CIcWEPklyZZBo8XZBlWNz-Sc6yh96gi3TYmgBoz7mZNl3w2hGli9DSoM-Z4UmuvVyXTbOl1R7vwW1WYOg==
2024/10/26 11:18:26 a. m. GMT-5,1,2024/10/26,11:01,0,11:01,gAAAAABnTFMgYZQCo3zNOIonENYvh3cSLO0UuYsBsTr2S37o3ddPtN5kCIc2iZTv2DrHt1HPRUIKLY9cSo-mqD0h6w81VdobTg==,gAAAAABnTFMgNRJHnc5dcGFER2OzWjp7pjVFna8kz-ZG1OTOTWGBo73Dx-EBzYDaNkHUcpprwhsQxl5PeB3ECJLMjKrQpCLwUg==,gAAAAABnTFMghWzou6hVKb51XrBn1iclZp_eJIjVJurQ6IGQ1hN_LgevS1hhE9vFy09DoQRC-Ckyi3FqgsNwEMH9SUwS8WWiFQ==
2024/10/26 11:21:55 a. m. GMT-5,1,2024/10/26,11:02,0,11:02,gAAAAABnTFMgQM4CU1BbZTa3SqT-I-AbS7EVkLRzrAvYsmy2cB0zmLQNVO_unl2LsNdnJGZaDpl_pWeegQowPgu2W8LofdmBcw==,gAAAAABnTFMgYt4d-B0AG7YXNeukJF-oFp3EDCqQ-eL4o4fqVDQwx73DvYOdpCjWc4KzZJkVNnfCkIZcKqH7JiCjHIY-aKFw4g==,gAAAAABnTFMgI-6Ps17YtP9TlGu5Rh_Py-a2AJ1LwqVf-7zmdoRcyvjekgZlkCFzFtjjDiKe86lIflKkQa_ujaVk3Yj5UkT2sA==
2024/10/26 11:24:26 a. m. GMT-5,1,2024/10/26,11:02,0,11:02,gAAAAABnTFMgeBl6WNhyjrUr3OsWX3unV3vPVSVyJ4iDCWhpyTYsWE-5poDQv2Hmjh_F2Nw8ZhWP6kwUe_-uPnTXS1ieLplK-zgm9AJBpp8EUjhgnNkBxiE=,gAAAAABnTFMg_CFDaDP1cK5d1Krcz-LI2eW13OxE1Qxa0TMmmil0iQMch9VXis3Rtui0gYqvNvcTevliO9mw9ioj-uSi8fKPLFUZfugeH1Tm3HQ7ww8NDZ8=,gAAAAABnTFMgsmOGqNi0yBBBC0e90CS35LG7dYc-1T-ZbF7LF4tKByLp1VCb6ToAqsajOtfh62xqzQgeWTje5YTa4ugMUDwC2A==
2024/10/26 11:28:41 a. m. GMT-5,1,2024/10/26,11:02,0,11:02,gAAAAABnTFMgPlFtkH9S2HT8-o-uHEVgjsYB7OEs75o50AjnBy1uKyIf7MBUDFHrocOYXnJaDKc978d7rComW5jeX87Ef0UBfQ==,gAAAAABnTFMgihu0v_VgN2RzMvA2uMeoUldYpKlZ6BEIBQQ1ys1z3viK2TI8-z4qDzJ5Waxm7CuUVrr2qzUnGOZ1nhuvWg59-w==,gAAAAABnTFMgKdAK1aP0l6hai5i6HLya9x9fjdvqbeipIk476cno4mQPtoGV_3CHn05GukQelfv4uhWKINXwGLRt79b80htoIw==
2024/10/26 11:29:35 a. m. GMT-5,1,2024/10/26,11:02,0,11:02,gAAAAABnTFMgni8NmVQy67qq4zAlyzQ2L8NqFX_RAdIuy06AKdcfANmgLU3g_-2aMt5PNrsNc8yF5zCt5E7-aEhSj0ztxwX31Q==,gAAAAABnTFMgg_JsGxpyU-ROqtjJ56U77iSPzXFpsqXYNijr5L7bVLRvCvFXcsRxpdWGW7t3_DW3RiJ4klXeKm428RxsUvexlg==,gAAAAABnTFMgCWsYSDni7K_Y1eVFyPFh1Fg1skiORo02DIS0_K97CO_AnPVk2rU2hEKBBB7VhXo3j9TDIJBNnzi3yKYaROuBgA==
